POP_SIZE,MAX_GEN,CROSSOVER_RATE,BASE_MUT_RATE,STAGNANT_LIMIT,avg_fitness,std_fitness
10,20,0.4,0.15,20,42.26423272793097,0.03453660313071429
10,20,0.4,0.15,30,42.1787589959759,0.014954787835811324
10,20,0.4,0.15,40,42.250692746939166,0.0897728840284167
10,20,0.4,0.15,50,42.20318006224878,0.062261746734070714
10,20,0.4,0.2,5,42.20318006224878,0.0863415078267807
10,20,0.4,0.2,10,42.23008174099467,0.061288719757208725
10,20,0.4,0.2,20,42.25202219479453,0.10468351485066602
10,20,0.4,0.2,30,42.20318006224878,0.06226174673407072
10,20,0.4,0.2,40,42.31918012704494,0.09957388435306422
10,20,0.4,0.2,50,42.29231695414477,0.07405263029986796
10,20,0.4,0.25,5,42.35581172645425,0.048072917031094634
10,20,0.4,0.25,10,42.28254852763562,0.13895350651260327
10,20,0.4,0.25,20,42.26423272793097,0.08236454902541691
10,20,0.4,0.25,30,42.233706395089875,0.09096642309622271
10,20,0.4,0.25,40,42.20429272102069,0.08662769553467695
10,20,0.4,0.25,50,42.290748046026586,0.10581851182275612
10,20,0.4,0.3,5,42.42296965870466,0.022843815753202774
10,20,0.4,0.3,10,42.322843286985865,0.11531036863558655
10,20,0.4,0.3,20,42.17265372940768,0.00863415078267941
10,20,0.4,0.3,30,42.18486426254412,0.09957388435306132
10,20,0.4,0.3,40,42.22760112852165,0.07067357004175977
10,20,0.4,0.3,50,42.32639805238508,0.09187164977105576
10,20,0.4,0.35,5,42.24591692822631,0.12087811095749713
10,20,0.4,0.35,10,42.3069695939085,0.10360980939214287
10,20,0.4,0.35,20,42.28376958094926,0.12694257234266115
10,20,0.4,0.35,30,42.300864327340285,0.11616061859590393
10,20,0.4,0.35,40,42.190969529112344,0.09497565860945675
10,20,0.4,0.35,50,42.3069695939085,0.09806510187730283
10,20,0.4,0.4,5,42.36802225959068,0.031130873367035825
10,20,0.4,0.4,10,42.38023279272713,0.05392025435569966
10,20,0.4,0.4,20,42.353369619826964,0.04971951569467427
10,20,0.4,0.4,30,42.3069695939085,0.06853144725960074
10,20,0.4,0.4,40,42.36191699302247,0.09096642309622414
10,20,0.4,0.4,50,42.30564014605313,0.11576883124957203
10,20,0.4,0.45,5,42.32639805238508,0.10566412187983515
10,20,0.4,0.45,10,42.32528539361315,0.06518640889838624
10,20,0.4,0.45,20,42.32528539361316,0.06518640889838624
10,20,0.4,0.45,30,42.3374959267496,0.1389535065126066
10,20,0.4,0.45,40,42.40405862659946,0.03055322168057064
10,20,0.4,0.45,50,42.361916993022476,0.1196383026864761
10,20,0.4,0.5,5,42.27033799449919,0.08326473476590586
10,20,0.4,0.5,10,42.35581172645425,0.048072917031094634
10,20,0.4,0.5,20,42.35692438522617,0.02319271640097163
10,20,0.4,0.5,30,42.25812746136274,0.07067357004176181
10,20,0.4,0.5,40,42.28254852763562,0.08236454902541832
10,20,0.4,0.5,50,42.335053820122305,0.01922916681244092
10,20,0.6,0.01,5,41.96473472861687,0.057094481472062635
10,20,0.6,0.01,10,42.04444313147508,0.05251948886181882
10,20,0.6,0.01,20,41.999658436853714,0.05948984204649431
10,20,0.6,0.01,30,41.985484717615634,0.007599237452170472
10,20,0.6,0.01,40,42.09503166103903,0.1901964776698862
10,20,0.6,0.01,50,41.95593997782536,0.0694441178680948
10,20,0.6,0.05,5,42.18486426254412,0.0767420107848665
10,20,0.6,0.05,10,42.136022129998366,0.11023345788506511
10,20,0.6,0.05,20,42.24958008816724,0.14610860880379536
10,20,0.6,0.05,30,42.26423272793097,0.09137526301280224
10,20,0.6,0.05,40,42.154337929703026,0.10503897772364315
10,20,0.6,0.05,50,42.21065328251809,0.08456616149064922
10,20,0.6,0.1,5,42.28254852763563,0.11323582593393314
10,20,0.6,0.1,10,42.16155585504316,0.0554337778842276
10,20,0.6,0.1,20,42.215390595385216,0.11680062684788295
10,20,0.6,0.1,30,42.1982958489942,0.11196466320025263
10,20,0.6,0.1,40,42.17265372940768,0.11023345788506077
10,20,0.6,0.1,50,42.1482326631348,0.12718898326172234
10,20,0.6,0.15,5,42.20318006224878,0.12541828457096452
10,20,0.6,0.15,10,42.212948488757924,0.05645968840153409
10,20,0.6,0.15,20,42.1787589959759,0.1168006268478863
10,20,0.6,0.15,30,42.233706395089875,0.09096642309622271
10,20,0.6,0.15,40,42.33139066018137,0.03763539072498678
10,20,0.6,0.15,50,42.17265372940768,0.03453660313071094
10,20,0.6,0.2,5,42.294759060772066,0.12087811095749498
10,20,0.6,0.2,10,42.27033799449919,0.025902452348038226
10,20,0.6,0.2,20,42.24591692822631,0.14754043324968108
10,20,0.6,0.2,30,42.24702958699823,0.08146746117561783
10,20,0.6,0.2,40,42.26545378124461,0.08387134252460957
10,20,0.6,0.2,50,42.27400115444011,0.06741275993185428
10,20,0.6,0.25,5,42.21539059538521,0.09096642309622414
10,20,0.6,0.25,10,42.258127461362754,0.0850365232978672
10,20,0.6,0.25,20,42.154337929703026,0.04317075391339035
10,20,0.6,0.25,30,42.31307486047672,0.10818559922129307
10,20,0.6,0.25,40,42.209285328816996,0.022843815753200877
10,20,0.6,0.25,50,42.37412752615891,0.037635390724992154
10,20,0.6,0.3,5,42.17265372940768,0.11023345788506077
10,20,0.6,0.3,10,42.33139066018138,0.13569633103106454
10,20,0.6,0.3,20,42.41075912556823,0.05251948886181882
10,20,0.6,0.3,30,42.3069695939085,0.10360980939214286
10,20,0.6,0.3,40,42.34360119331782,0.12241021406460809
10,20,0.6,0.3,50,42.34360119331782,0.014954787835811324
10,20,0.6,0.35,5,42.3069695939085,0.025902452348034878
10,20,0.6,0.35,10,42.35581172645425,0.02284381575320341
10,20,0.6,0.35,20,42.306969593908505,0.13037281779676915
10,20,0.6,0.35,30,42.30086432734027,0.07674201078486254
10,20,0.6,0.35,40,42.23981166165809,0.06907320626142859
10,20,0.6,0.35,50,42.19096952911233,0.0431707539133937
10,20,0.6,0.4,5,42.35581172645425,0.02284381575320341
10,20,0.6,0.4,10,42.361916993022476,0.025902452348031527
10,20,0.6,0.4,20,42.328948553554085,0.10629477745353004
10,20,0.6,0.4,30,42.36313804633611,0.03225984956479087
10,20,0.6,0.4,40,42.274001154440114,0.0984293189225371
10,20,0.6,0.4,50,42.30808225268043,0.07758868612501527
10,20,0.6,0.45,5,42.31918012704494,0.04317075391339035
10,20,0.6,0.45,10,42.34970645988604,0.052519488861821575
10,20,0.6,0.45,20,42.286211687576554,0.05016731382838203
10,20,0.6,0.45,30,42.34970645988603,0.022843815753202774
10,20,0.6,0.45,40,42.35581172645425,0.02284381575320341
10,20,0.6,0.45,50,42.38633805929535,0.00863415078267606
10,20,0.6,0.5,5,42.233706395089875,0.11869994856985427
10,20,0.6,0.5,10,42.3069695939085,0.15826659809314378
10,20,0.6,0.5,20,42.27033799449919,0.14265958365452036
10,20,0.6,0.5,30,42.280106421008334,0.08649678291883679
10,20,0.6,0.5,40,42.34970645988603,0.04317075391339035
10,20,0.6,0.5,50,42.34360119331782,0.05392025435569804
10,20,0.8,0.01,5,42.04810629141601,0.022448792034960433
10,20,0.8,0.01,10,42.104174266635084,0.04325592061996673
10,20,0.8,0.01,20,42.044443131475084,0.01726830156535547
10,20,0.8,0.01,30,41.89925589361656,0.17961600232870953
10,20,0.8,0.01,40,42.11294022350423,0.25295209822120446
10,20,0.8,0.01,50,42.215390595385216,0.10360980939214287
10,20,0.8,0.05,5,42.1787589959759,0.07913329904657462
10,20,0.8,0.05,10,42.2348190538618,0.11715514318996693
10,20,0.8,0.05,20,42.209285328816996,0.08236454902541497
10,20,0.8,0.05,30,42.10075056695697,0.05649909198977939
10,20,0.8,0.05,40,42.154337929703026,0.09957388435306408
10,20,0.8,0.05,50,42.166548462839465,0.03763539072498678
10,20,0.8,0.1,5,42.099390530589055,0.031130873367034895
10,20,0.8,0.1,10,42.166548462839465,0.08762706005005955
10,20,0.8,0.1,20,42.276443261067406,0.10503897772364039
10,20,0.8,0.1,30,42.19096952911234,0.14213606048081123
10,20,0.8,0.1,40,42.269742762098645,0.12709212669175216
10,20,0.8,0.1,50,42.300864327340285,0.07377021662484055
10,20,0.8,0.15,5,42.1091589570982,0.07033521468095084
10,20,0.8,0.15,10,42.25202219479453,0.11680062684788332
10,20,0.8,0.15,20,42.166548462839465,0.06043905547874701
10,20,0.8,0.15,30,42.315169112299465,0.10025761758061255
10,20,0.8,0.15,40,42.3069695939085,0.07913329904657244
10,20,0.8,0.15,50,42.117706330293714,0.022843815753200877
10,20,0.8,0.2,5,42.22760112852165,0.11224396017481776
10,20,0.8,0.2,10,42.160443196271245,0.06518640889838624
10,20,0.8,0.2,20,42.14823266313481,0.048072917031098845
10,20,0.8,0.2,30,42.166548462839465,0.022843815753200873
10,20,0.8,0.2,40,42.24591692822631,0.1017951364436742
10,20,0.8,0.2,50,42.258127461362754,0.09957388435306161
10,20,0.8,0.25,5,42.221495861953436,0.15275372073374155
10,20,0.8,0.25,10,42.209285328816996,0.1356963310310624
10,20,0.8,0.25,20,42.31307486047672,0.08236454902541691
10,20,0.8,0.25,30,42.35947488639518,0.04190899745195761
10,20,0.8,0.25,40,42.349706459886036,0.07067357004176304
10,20,0.8,0.25,50,42.328948553554085,0.09425076327745385
10,20,0.8,0.3,5,42.33749592674959,0.01726830156535882
10,20,0.8,0.3,10,42.38501652877316,0.05406621420507523
10,20,0.8,0.3,20,42.24591692822631,0.06907320626142857
10,20,0.8,0.3,30,42.37168541953162,0.012087811095750503
10,20,0.8,0.3,40,42.32528539361315,0.12241021406461058
10,20,0.8,0.3,50,42.34360119331782,0.10784050871139368
10,20,0.8,0.35,5,42.1598479638707,0.09873347303999687
10,20,0.8,0.35,10,42.38633805929535,0.12179968549987068
10,20,0.8,0.35,20,42.361916993022476,0.03956664952328951
10,20,0.8,0.35,30,42.25313485356645,0.09230853241371012
10,20,0.8,0.35,40,42.3741275261589,0.03453660313071429
10,20,0.8,0.35,50,42.15545058847494,0.024055364567343987
10,20,0.8,0.4,5,42.294163828371516,0.15062184653194435
10,20,0.8,0.4,10,42.34970645988603,0.08236454902541815
10,20,0.8,0.4,20,42.23126428846259,0.04190899745195526
10,20,0.8,0.4,30,42.3069695939085,0.05392025435569644
10,20,0.8,0.4,40,42.2373695550308,0.08811911246893377
10,20,0.8,0.4,50,42.39244332586356,0.00863415078267606
10,20,0.8,0.45,5,42.1787589959759,0.07913329904657464
10,20,0.8,0.45,10,42.29231695414477,0.09705645784025359
10,20,0.8,0.45,20,42.31673802041765,0.11116280521008791
10,20,0.8,0.45,30,42.42296965870466,0.0431707539133937
10,20,0.8,0.45,40,42.28865379420384,0.06518640889838491
10,20,0.8,0.45,50,42.31272700567217,0.017906076543457522
10,20,0.8,0.5,5,42.31307486047672,0.03453660313071094
10,20,0.8,0.5,10,42.41075912556823,0.03763539072498947
10,20,0.8,0.5,20,42.353369619826964,0.026131682058383548
10,20,0.8,0.5,30,42.20318006224878,0.06226174673407072
10,20,0.8,0.5,40,42.3655801529634,0.038185989950191415
10,20,0.8,0.5,50,42.26423272793096,0.0949756586094601
10,30,0.4,0.01,5,42.03129742846672,0.21260130553906512
10,30,0.4,0.01,10,42.026127331770425,0.031130873367034895
10,30,0.4,0.01,20,42.05776632338344,0.03748749788001017
10,30,0.4,0.01,30,42.154337929703026,0.09497565860946346
10,30,0.4,0.01,40,42.13542689759782,0.08422484730615559
10,30,0.4,0.01,50,42.056653664611524,0.06743487335214225
10,30,0.4,0.05,5,41.988740640317104,0.07483265656169788
10,30,0.4,0.05,10,42.142127396566586,0.02990957567161975
10,30,0.4,0.05,20,42.33139066018137,0.03763539072498678
10,30,0.4,0.05,30,42.18486426254412,0.09014318061531414
10,30,0.4,0.05,40,42.26534538670288,0.07790014298345539
10,30,0.4,0.05,50,42.17021162278039,0.03799026344378538
10,30,0.4,0.1,5,42.19403745665272,0.14341872204957515
10,30,0.4,0.1,10,42.17265372940768,0.11023345788506077
10,30,0.4,0.1,20,42.25202219479453,0.09339262010110468
10,30,0.4,0.1,30,42.39551125340395,0.05403113891876355
10,30,0.4,0.1,40,42.219053755326144,0.07033521468094948
10,30,0.4,0.1,50,42.27755591983932,0.12617993700648023
10,30,0.4,0.15,5,42.190969529112344,0.11023345788506511
10,30,0.4,0.15,10,42.27033799449919,0.05392025435569483
10,30,0.4,0.15,20,42.3019769861122,0.10919215443755283
10,30,0.4,0.15,30,42.261790621303675,0.09628529944400073
10,30,0.4,0.15,40,42.19707479568055,0.02990957567161975
10,30,0.4,0.15,50,42.280106421008334,0.10082381467628086
10,30,0.4,0.2,5,42.21539059538521,0.10468351485066518
10,30,0.4,0.2,10,42.29231695414477,0.05539330933259939
10,30,0.4,0.2,20,42.34970645988603,0.06043905547874964
10,30,0.4,0.2,30,42.31307486047672,0.0706735700417608
10,30,0.4,0.2,40,42.41686439213644,0.03956664952328732
10,30,0.4,0.2,50,42.3374959267496,0.008634150782682759
10,30,0.4,0.25,5,42.280106421008334,0.10082381467628086
10,30,0.4,0.25,10,42.23981166165809,0.07377021662484251
10,30,0.4,0.25,20,42.36191699302247,0.08326473476590535
10,30,0.4,0.25,30,42.42296965870466,0.022843815753202774
10,30,0.4,0.25,40,42.365580152963396,0.03449340536130018
10,30,0.4,0.25,50,42.33139066018137,0.03763539072498678
10,30,0.4,0.3,5,42.3069695939085,0.06853144725960074
10,30,0.4,0.3,10,42.353369619826964,0.044997098600745654
10,30,0.4,0.3,20,42.404653859,0.031130873367035825
10,30,0.4,0.3,30,42.397953360031245,0.026333437977516732
10,30,0.4,0.3,40,42.25812746136275,0.11224396017482227
10,30,0.4,0.3,50,42.422969658704666,0.00863415078267606
10,30,0.4,0.35,5,42.35581172645425,0.02284381575320341
10,30,0.4,0.35,10,42.42296965870466,0.01726830156535882
10,30,0.4,0.35,20,42.32395594575779,0.06234097577837395
