POP_SIZE,MAX_GEN,CROSSOVER_RATE,BASE_MUT_RATE,STAGNANT_LIMIT,avg_fitness,std_fitness
30,30,0.8,0.2,50,42.44128545840932,0.052519488861821575
30,30,0.8,0.25,5,42.392443325863574,0.07377021662483917
30,30,0.8,0.25,10,42.49012759095507,0.014954787835811324
30,30,0.8,0.25,20,42.47791705781864,0.022843815753200873
30,30,0.8,0.25,30,42.48402232438685,0.022843815753200873
30,30,0.8,0.25,40,42.45715915148669,0.030354904024918253
30,30,0.8,0.25,50,42.44494861835025,0.03492297864321209
30,30,0.8,0.3,5,42.38023279272713,0.05392025435569966
30,30,0.8,0.3,10,42.45960125811398,0.043170753913397045
30,30,0.8,0.3,20,42.47181179125042,0.025902452348034878
30,30,0.8,0.3,30,42.45960125811397,0.06907320626142857
30,30,0.8,0.3,40,42.45900602571343,0.009084341908474331
30,30,0.8,0.3,50,42.41075912556823,0.03763539072498946
30,30,0.8,0.35,5,42.33139066018138,0.09614583406219679
30,30,0.8,0.35,10,42.45349599154576,0.044864363507431074
30,30,0.8,0.35,20,42.4657065246822,0.01726830156535882
30,30,0.8,0.35,30,42.4657065246822,0.031130873367034895
30,30,0.8,0.35,40,42.47181179125042,0.014954787835811324
30,30,0.8,0.35,50,42.47547495119134,0.025554752655919662
30,30,0.8,0.4,5,42.355811726454256,0.01726830156535547
30,30,0.8,0.4,10,42.402211752372715,0.04466452125109494
30,30,0.8,0.4,20,42.44128545840932,0.022843815753197712
30,30,0.8,0.4,30,42.47791705781864,0.022843815753200873
30,30,0.8,0.4,40,42.45349599154576,0.014954787835808425
30,30,0.8,0.4,50,42.435180191841106,0.03956664952328951
30,30,0.8,0.45,5,42.38633805929535,0.02284381575320341
30,30,0.8,0.45,10,42.429074925272886,0.05251948886182432
30,30,0.8,0.45,20,42.48342709198631,0.0222143219924577
30,30,0.8,0.45,30,42.4657065246822,0.03763539072498601
30,30,0.8,0.45,40,42.42907492527288,0.02284381575320341
30,30,0.8,0.45,50,42.490127590955076,0.0
30,30,0.8,0.5,5,42.38023279272713,0.014954787835808425
30,30,0.8,0.5,10,42.46570652468219,0.00863415078267606
30,30,0.8,0.5,20,42.48402232438685,0.022843815753200873
30,30,0.8,0.5,30,42.47791705781864,0.01726830156535882
30,30,0.8,0.5,40,42.45960125811398,0.02284381575320341
30,30,0.8,0.5,50,42.429074925272886,0.01726830156535547
30,40,0.4,0.01,5,42.104900564756726,0.014978460616346785
30,40,0.4,0.01,10,42.16410635621218,0.08887724900018842
30,40,0.4,0.01,20,42.335053820122305,0.09812589859850211
30,40,0.4,0.01,30,42.31673802041765,0.09948400268797378
30,40,0.4,0.01,40,42.33261171349502,0.05776498536201922
30,40,0.4,0.01,50,42.313074860476725,0.14678056330553657
30,40,0.4,0.05,5,42.32528539361315,0.09339262010110468
30,40,0.4,0.05,10,42.34970645988603,0.138953506512609
30,40,0.4,0.05,20,42.422969658704666,0.00863415078267606
30,40,0.4,0.05,30,42.40465385900001,0.01726830156535882
30,40,0.4,0.05,40,42.44128545840932,0.048072917031098845
30,40,0.4,0.05,50,42.435180191841106,0.014954787835808425
30,40,0.4,0.1,5,42.368022259590695,0.017268301565355467
30,40,0.4,0.1,10,42.34360119331782,0.03956664952328402
30,40,0.4,0.1,20,42.481580217759564,0.022448792034963527
30,40,0.4,0.1,30,42.44494861835025,0.03492297864321209
30,40,0.4,0.1,40,42.429074925272886,0.045687631506403655
30,40,0.4,0.1,50,42.45349599154576,0.02990957567161975
30,40,0.4,0.15,5,42.33749592674959,0.0913752630128016
30,40,0.4,0.15,10,42.44739072497754,0.00863415078267941
30,40,0.4,0.15,20,42.43273808521381,0.054852346084982496
30,40,0.4,0.15,30,42.46570652468219,0.031130873367034895
30,40,0.4,0.15,40,42.44128545840932,0.01726830156535547
30,40,0.4,0.15,50,42.47181179125042,0.025902452348034878
30,40,0.4,0.2,5,42.414422285509154,0.04296303456593373
30,40,0.4,0.2,10,42.45960125811397,0.00863415078267606
30,40,0.4,0.2,20,42.39976964574543,0.09273576360487018
30,40,0.4,0.2,30,42.49012759095507,0.014954787835811324
30,40,0.4,0.2,40,42.45349599154576,0.05392025435569644
30,40,0.4,0.2,50,42.48098498535902,0.021741140845575446
30,40,0.4,0.25,5,42.33139066018138,0.03763539072498678
30,40,0.4,0.25,10,42.432738085213806,0.038574463734067164
30,40,0.4,0.25,20,42.487685484327784,0.018028636123064302
30,40,0.4,0.25,30,42.45105388491847,0.03294581961016718
30,40,0.4,0.25,40,42.49012759095507,0.014954787835811324
30,40,0.4,0.25,50,42.47791705781864,0.031130873367035825
30,40,0.4,0.3,5,42.37412752615891,0.06743487335214225
30,40,0.4,0.3,10,42.39244332586356,0.031130873367034892
30,40,0.4,0.3,20,42.493790750896004,0.010784050871139287
30,40,0.4,0.3,30,42.44739072497754,0.037635390724992154
30,40,0.4,0.3,40,42.47181179125042,0.02990957567161975
30,40,0.4,0.3,50,42.44739072497754,0.022843815753197712
30,40,0.4,0.35,5,42.44128545840932,0.045687631506403655
30,40,0.4,0.35,10,42.39795336003124,0.04413736253551122
30,40,0.4,0.35,20,42.45960125811397,0.00863415078267606
30,40,0.4,0.35,30,42.49012759095507,0.014954787835811324
30,40,0.4,0.35,40,42.49319551849546,0.009978021072882497
30,40,0.4,0.35,50,42.4657065246822,0.022843815753202774
30,40,0.4,0.4,5,42.298422220712986,0.013814641252281025
30,40,0.4,0.4,10,42.4351801918411,0.044864363507431074
30,40,0.4,0.4,20,42.502338124091516,0.00863415078267606
30,40,0.4,0.4,30,42.45105388491847,0.02435993709997041
30,40,0.4,0.4,40,42.44494861835025,0.026131682058377903
30,40,0.4,0.4,50,42.47791705781864,0.04317075391339035
30,40,0.4,0.45,5,42.37168541953162,0.058788359642493196
30,40,0.4,0.45,10,42.3961064858045,0.08060801738515909
30,40,0.4,0.45,20,42.47791705781864,0.01726830156535882
30,40,0.4,0.45,30,42.43640124515475,0.022448792034960693
30,40,0.4,0.45,40,42.48402232438685,0.022843815753200873
30,40,0.4,0.45,50,42.432738085213806,0.03857446373406716
30,40,0.4,0.5,5,42.34569544514056,0.08717638137766262
30,40,0.4,0.5,10,42.45105388491847,0.03010831257999134
30,40,0.4,0.5,20,42.47303284456405,0.019229166812443025
30,40,0.4,0.5,30,42.47791705781864,0.031130873367035825
30,40,0.4,0.5,40,42.48402232438685,0.022843815753200873
30,40,0.4,0.5,50,42.44739072497754,0.022843815753197712
30,40,0.6,0.01,5,42.15433792970302,0.06743487335214225
30,40,0.6,0.01,10,42.402211752372715,0.06004305412727856
30,40,0.6,0.01,20,42.288653794203846,0.13459309052228452
30,40,0.6,0.01,30,42.12991686343015,0.03113087336703257
30,40,0.6,0.01,40,42.300864327340285,0.09957388435306612
30,40,0.6,0.01,50,42.1787589959759,0.03956664952328512
30,40,0.6,0.05,5,42.40465385900001,0.03453660313071429
30,40,0.6,0.05,10,42.3069695939085,0.07913329904657464
30,40,0.6,0.05,20,42.34360119331782,0.0685314472596039
30,40,0.6,0.05,30,42.35581172645425,0.048072917031094634
30,40,0.6,0.05,40,42.44128545840932,0.01726830156535547
30,40,0.6,0.05,50,42.41016389316767,0.060022589878559365
30,40,0.6,0.1,5,42.3374959267496,0.13569633103106912
30,40,0.6,0.1,10,42.355811726454256,0.11323582593393645
30,40,0.6,0.1,20,42.41686439213644,0.02990957567161975
30,40,0.6,0.1,30,42.45349599154576,0.02990957567161975
30,40,0.6,0.1,40,42.49012759095507,0.014954787835811324
30,40,0.6,0.1,50,42.435180191841106,0.014954787835808425
30,40,0.6,0.15,5,42.34970645988603,0.08236454902541884
30,40,0.6,0.15,10,42.35581172645425,0.09137526301280477
30,40,0.6,0.15,20,42.41075912556823,0.08762706005005955
30,40,0.6,0.15,30,42.43884335178203,0.04313620348455715
30,40,0.6,0.15,40,42.44128545840932,0.01726830156535547
30,40,0.6,0.15,50,42.502338124091516,0.00863415078267606
30,40,0.6,0.2,5,42.35581172645425,0.02284381575320341
30,40,0.6,0.2,10,42.44128545840932,0.031130873367035822
30,40,0.6,0.2,20,42.48402232438685,0.022843815753200873
30,40,0.6,0.2,30,42.49012759095507,0.014954787835811324
30,40,0.6,0.2,40,42.459601258113985,0.037635390724986395
30,40,0.6,0.2,50,42.47181179125042,0.025902452348034878
30,40,0.6,0.25,5,42.39244332586356,0.05251948886182432
30,40,0.6,0.25,10,42.4547170448594,0.04082775766243075
30,40,0.6,0.25,20,42.487685484327784,0.02935611266110932
30,40,0.6,0.25,30,42.49563762512275,0.016863173849309316
30,40,0.6,0.25,40,42.502338124091516,0.00863415078267606
30,40,0.6,0.25,50,42.48402232438685,0.008634150782682757
30,40,0.6,0.3,5,42.39854859243178,0.08972872701485635
30,40,0.6,0.3,10,42.39244332586357,0.01726830156535882
30,40,0.6,0.3,20,42.47791705781864,0.04317075391339035
30,40,0.6,0.3,30,42.47181179125041,0.05180490469607311
30,40,0.6,0.3,40,42.46570652468219,0.060439055478749164
30,40,0.6,0.3,50,42.49319551849546,0.02031415406633185
30,40,0.6,0.35,5,42.32528539361315,0.02990957567161685
30,40,0.6,0.35,10,42.435180191841106,0.044864363507431074
30,40,0.6,0.35,20,42.50844339065973,0.0
30,40,0.6,0.35,30,42.45960125811397,0.02284381575320341
30,40,0.6,0.35,40,42.47181179125042,0.03956664952328512
30,40,0.6,0.35,50,42.48402232438685,0.022843815753200873
30,40,0.6,0.4,5,42.32894855355409,0.1365069888031988
30,40,0.6,0.4,10,42.414422285509154,0.018028636123064302
30,40,0.6,0.4,20,42.47547495119134,0.005180490469608316
30,40,0.6,0.4,30,42.47181179125042,0.02590245234803488
30,40,0.6,0.4,40,42.502338124091516,0.00863415078267606
30,40,0.6,0.4,50,42.47181179125042,0.039566649523285126
30,40,0.6,0.45,5,42.306374361507956,0.06773659492811711
30,40,0.6,0.45,10,42.42296965870466,0.04317075391339369
30,40,0.6,0.45,20,42.44128545840932,0.022843815753197712
30,40,0.6,0.45,30,42.49012759095507,0.014954787835811324
30,40,0.6,0.45,40,42.469369684623125,0.01802863612306671
30,40,0.6,0.45,50,42.469369684623125,0.018028636123066707
30,40,0.6,0.5,5,42.308082252680414,0.015037343458850095
30,40,0.6,0.5,10,42.47181179125042,0.02990957567161975
30,40,0.6,0.5,20,42.447390724977545,0.04317075391339035
30,40,0.6,0.5,30,42.47791705781864,0.008634150782682757
30,40,0.6,0.5,40,42.502338124091516,0.00863415078267606
30,40,0.6,0.5,50,42.48402232438685,0.022843815753200873
30,40,0.8,0.01,5,42.34970645988603,0.00863415078267606
30,40,0.8,0.01,10,42.3374959267496,0.03453660313071094
30,40,0.8,0.01,20,42.300864327340285,0.11224396017481893
30,40,0.8,0.01,30,42.32528539361315,0.02990957567161685
30,40,0.8,0.01,40,42.26423272793097,0.0706735700417608
30,40,0.8,0.01,50,42.3374959267496,0.10609822109932861
30,40,0.8,0.05,5,42.25568535473546,0.07033521468094948
30,40,0.8,0.05,10,42.41075912556823,0.03763539072498947
30,40,0.8,0.05,20,42.390001219236275,0.07603937330936476
30,40,0.8,0.05,30,42.39976964574543,0.03492297864320894
30,40,0.8,0.05,40,42.39854859243179,0.03956664952328732
30,40,0.8,0.05,50,42.37412752615891,0.11616061859590393
30,40,0.8,0.1,5,42.35581172645425,0.07067357004176181
30,40,0.8,0.1,10,42.463264418054905,0.01922916681244303
30,40,0.8,0.1,20,42.46511129228165,0.008245547768861338
30,40,0.8,0.1,30,42.45960125811397,0.00863415078267606
30,40,0.8,0.1,40,42.499896017464216,0.012087811095750503
30,40,0.8,0.1,50,42.416864392136446,0.0
30,40,0.8,0.15,5,42.463264418054905,0.03225984956479087
30,40,0.8,0.15,10,42.368022259590695,0.11023345788506288
30,40,0.8,0.15,20,42.39854859243179,0.11680062684788667
30,40,0.8,0.15,30,42.36913491836261,0.08351975415670448
30,40,0.8,0.15,40,42.502338124091516,0.00863415078267606
30,40,0.8,0.15,50,42.45960125811398,0.037635390724986395
30,40,0.8,0.2,5,42.32528539361316,0.10468351485066932
30,40,0.8,0.2,10,42.49012759095507,0.025902452348034878
30,40,0.8,0.2,20,42.47791705781864,0.04317075391339035
30,40,0.8,0.2,30,42.48402232438685,0.022843815753200873
30,40,0.8,0.2,40,42.48402232438685,0.022843815753200873
30,40,0.8,0.2,50,42.45349599154576,0.05392025435569644
30,40,0.8,0.25,5,42.43884335178203,0.020721961878426565
30,40,0.8,0.25,10,42.459601258113985,0.037635390724986395
30,40,0.8,0.25,20,42.48402232438685,0.022843815753200873
30,40,0.8,0.25,30,42.49012759095507,0.014954787835811324
30,40,0.8,0.25,40,42.499896017464216,0.012087811095750503
30,40,0.8,0.25,50,42.47181179125041,0.02990957567161975
30,40,0.8,0.3,5,42.42296965870466,0.04317075391339369
30,40,0.8,0.3,10,42.44739072497754,0.052519488861821575
30,40,0.8,0.3,20,42.49012759095507,0.025902452348034878
30,40,0.8,0.3,30,42.46570652468219,0.00863415078267606
30,40,0.8,0.3,40,42.47791705781864,0.01726830156535882
30,40,0.8,0.3,50,42.46570652468219,0.031130873367034895
30,40,0.8,0.35,5,42.420527552077374,0.04941872941525078
30,40,0.8,0.35,10,42.49623285752329,0.01726830156535882
30,40,0.8,0.35,20,42.47181179125042,0.02590245234803488
30,40,0.8,0.35,30,42.47791705781864,0.01726830156535882
30,40,0.8,0.35,40,42.487685484327784,0.018028636123064302
30,40,0.8,0.35,50,42.502338124091516,0.00863415078267606
30,40,0.8,0.4,5,42.38023279272713,0.02990957567161975
30,40,0.8,0.4,10,42.416864392136446,0.0
30,40,0.8,0.4,20,42.49623285752329,0.01726830156535882
30,40,0.8,0.4,30,42.48402232438685,0.022843815753200873
30,40,0.8,0.4,40,42.502338124091516,0.00863415078267606
30,40,0.8,0.4,50,42.47791705781864,0.01726830156535882
30,40,0.8,0.45,5,42.37412752615891,0.06743487335214225
30,40,0.8,0.45,10,42.404653859,0.03763539072498947
30,40,0.8,0.45,20,42.490127590955076,0.0
30,40,0.8,0.45,30,42.47791705781864,0.022843815753200873
30,40,0.8,0.45,40,42.481580217759564,0.012087811095753851
30,40,0.8,0.45,50,42.487685484327784,0.018028636123064302
30,40,0.8,0.5,5,42.37412752615891,0.06743487335214225
30,40,0.8,0.5,10,42.46570652468219,0.04807291703110125
30,40,0.8,0.5,20,42.49012759095507,0.014954787835811324
30,40,0.8,0.5,30,42.463264418054905,0.02035902728873379
30,40,0.8,0.5,40,42.47791705781864,0.022843815753200873
30,40,0.8,0.5,50,42.47791705781864,0.04317075391339035
30,50,0.4,0.01,5,42.25202219479453,0.13706289451920337
30,50,0.4,0.01,10,42.29842222071299,0.12354984051773313
30,50,0.4,0.01,20,42.34360119331782,0.04486436350742527
30,50,0.4,0.01,30,42.29842222071299,0.06318877162573082
30,50,0.4,0.01,40,42.31918012704494,0.12718898326172565
30,50,0.4,0.01,50,42.29842222071299,0.10933712562341506
30,50,0.4,0.05,5,42.25812746136275,0.11421907876600565
30,50,0.4,0.05,10,42.31918012704494,0.11224396017481893
30,50,0.4,0.05,20,42.34970645988603,0.09957388435306408
30,50,0.4,0.05,30,42.38023279272713,0.07913329904657244
30,50,0.4,0.05,40,42.422969658704666,0.05251948886182432
30,50,0.4,0.05,50,42.355811726454256,0.07377021662484112
30,50,0.4,0.1,5,42.32528539361316,0.07770735704410464
30,50,0.4,0.1,10,42.23981166165809,0.10179513644367093
30,50,0.4,0.1,20,42.42907492527288,0.07377021662484447
30,50,0.4,0.1,30,42.49012759095507,0.02590245234803488
30,50,0.4,0.1,40,42.48402232438685,0.03453660313071429
30,50,0.4,0.1,50,42.47791705781864,0.031130873367035825
30,50,0.4,0.15,5,42.34115908669052,0.027790701302523983
30,50,0.4,0.15,10,42.47181179125042,0.03956664952328512
30,50,0.4,0.15,20,42.487685484327784,0.018028636123064302
30,50,0.4,0.15,30,42.47791705781864,0.01726830156535882
30,50,0.4,0.15,40,42.47181179125042,0.02990957567161975
30,50,0.4,0.15,50,42.46570652468219,0.00863415078267606
30,50,0.4,0.2,5,42.422969658704666,0.00863415078267606
30,50,0.4,0.2,10,42.45349599154576,0.0
30,50,0.4,0.2,20,42.47547495119135,0.015826659809315365
30,50,0.4,0.2,30,42.4657065246822,0.01726830156535882
30,50,0.4,0.2,40,42.47547495119134,0.025554752655919662
30,50,0.4,0.2,50,42.45960125811397,0.037635390724986395
30,50,0.4,0.25,5,42.37168541953162,0.012087811095750503
30,50,0.4,0.25,10,42.34970645988603,0.121799685499872
30,50,0.4,0.25,20,42.44128545840932,0.037635390724992154
30,50,0.4,0.25,30,42.48402232438685,0.022843815753200873
30,50,0.4,0.25,40,42.49012759095507,0.025902452348034878
30,50,0.4,0.25,50,42.47181179125042,0.025902452348038226
30,50,0.4,0.3,5,42.33250331895329,0.031603474639472696
30,50,0.4,0.3,10,42.42296965870466,0.031130873367034895
30,50,0.4,0.3,20,42.49012759095507,0.02590245234803488
30,50,0.4,0.3,30,42.49012759095507,0.014954787835811324
30,50,0.4,0.3,40,42.502338124091516,0.00863415078267606
30,50,0.4,0.3,50,42.502338124091516,0.00863415078267606
30,50,0.4,0.35,5,42.36802225959068,0.048072917031098845
30,50,0.4,0.35,10,42.41686439213644,0.039566649523285126
30,50,0.4,0.35,20,42.47791705781864,0.022843815753200873
30,50,0.4,0.35,30,42.4657065246822,0.031130873367034895
30,50,0.4,0.35,40,42.502338124091516,0.00863415078267606
30,50,0.4,0.35,50,42.48953235855453,0.025491985525088984
30,50,0.4,0.4,5,42.34970645988603,0.01726830156535882
30,50,0.4,0.4,10,42.44739072497754,0.08634150782678739
30,50,0.4,0.4,20,42.45349599154576,0.03956664952328512
30,50,0.4,0.4,30,42.47791705781864,0.01726830156535882
30,50,0.4,0.4,40,42.4657065246822,0.01726830156535882
30,50,0.4,0.4,50,42.48402232438685,0.022843815753200873
30,50,0.4,0.45,5,42.343005960917274,0.0781316509908635
30,50,0.4,0.45,10,42.38023279272713,0.014954787835808425
30,50,0.4,0.45,20,42.46570652468219,0.031130873367034895
30,50,0.4,0.45,30,42.45349599154576,0.02990957567161975
30,50,0.4,0.45,40,42.49623285752329,0.01726830156535882
30,50,0.4,0.45,50,42.4657065246822,0.031130873367034895
30,50,0.4,0.5,5,42.34360119331782,0.05392025435569805
30,50,0.4,0.5,10,42.36742702719014,0.023486611956394884
30,50,0.4,0.5,20,42.426632818645594,0.04971951569467468
30,50,0.4,0.5,30,42.44739072497754,0.022843815753197712
30,50,0.4,0.5,40,42.49012759095507,0.025902452348034878
30,50,0.4,0.5,50,42.47791705781864,0.031130873367035825
30,50,0.6,0.01,5,42.22149586195343,0.07377021662483917
30,50,0.6,0.01,10,42.24591692822631,0.08762706005005524
30,50,0.6,0.01,20,42.255685354735455,0.10287328876054161
30,50,0.6,0.01,30,42.21539059538521,0.03956664952328731
30,50,0.6,0.01,40,42.27033799449918,0.11869994856985865
30,50,0.6,0.01,50,42.30819064722214,0.013814641252281027
30,50,0.6,0.05,5,42.34360119331782,0.09806510187730018
30,50,0.6,0.05,10,42.43884335178203,0.019613020375457292
30,50,0.6,0.05,20,42.39184809346302,0.047776997972848165
30,50,0.6,0.05,30,42.46570652468219,0.060439055478749164
30,50,0.6,0.05,40,42.3069695939085,0.05392025435569644
30,50,0.6,0.05,50,42.404653859,0.07674201078486574
30,50,0.6,0.1,5,42.36924331290433,0.043136203484559564
30,50,0.6,0.1,10,42.38633805929535,0.043170753913397045
30,50,0.6,0.1,20,42.44739072497754,0.052519488861821575
30,50,0.6,0.1,30,42.490127590955076,0.0
30,50,0.6,0.1,40,42.43518019184109,0.05180490469607311
30,50,0.6,0.1,50,42.48402232438685,0.022843815753200873
30,50,0.6,0.15,5,42.4351801918411,0.014954787835808425
30,50,0.6,0.15,10,42.469369684623125,0.027790701302522633
30,50,0.6,0.15,20,42.502338124091516,0.00863415078267606
30,50,0.6,0.15,30,42.48342709198631,0.023640834294527374
30,50,0.6,0.15,40,42.481580217759564,0.01922916681244092
30,50,0.6,0.15,50,42.4657065246822,0.01726830156535882
30,50,0.6,0.2,5,42.426632818645594,0.06318877162573082
30,50,0.6,0.2,10,42.4547170448594,0.013814641252284375
30,50,0.6,0.2,20,42.447390724977545,0.031130873367035825
30,50,0.6,0.2,30,42.48402232438685,0.022843815753200873
30,50,0.6,0.2,40,42.46511129228165,0.03696288007702558
30,50,0.6,0.2,50,42.42296965870466,0.12087811095749834
30,50,0.6,0.25,5,42.3655801529634,0.10796486836298878
30,50,0.6,0.25,10,42.414422285509154,0.026973949340855397
30,50,0.6,0.25,20,42.48402232438685,0.022843815753200873
30,50,0.6,0.25,30,42.47181179125042,0.025902452348034878
30,50,0.6,0.25,40,42.47791705781864,0.01726830156535882
30,50,0.6,0.25,50,42.4657065246822,0.031130873367034895
30,50,0.6,0.3,5,42.429074925272886,0.01726830156535547
30,50,0.6,0.3,10,42.45960125811397,0.01726830156535547
30,50,0.6,0.3,20,42.502338124091516,0.00863415078267606
30,50,0.6,0.3,30,42.49012759095507,0.014954787835811324
30,50,0.6,0.3,40,42.502338124091516,0.00863415078267606
30,50,0.6,0.3,50,42.49012759095507,0.025902452348034878
30,50,0.6,0.35,5,42.33139066018137,0.03763539072498678
30,50,0.6,0.35,10,42.44128545840932,0.045687631506403655
30,50,0.6,0.35,20,42.45349599154576,0.0
30,50,0.6,0.35,30,42.48953235855453,0.014232005044380042
30,50,0.6,0.35,40,42.49623285752329,0.01726830156535882
30,50,0.6,0.35,50,42.49012759095507,0.02590245234803488
30,50,0.6,0.4,5,42.41686439213644,0.025902452348034878
30,50,0.6,0.4,10,42.414422285509154,0.030108312579990575
30,50,0.6,0.4,20,42.487685484327784,0.018028636123064302
30,50,0.6,0.4,30,42.48402232438685,0.022843815753200873
30,50,0.6,0.4,40,42.49012759095507,0.025902452348034878
30,50,0.6,0.4,50,42.45349599154576,0.0
30,50,0.6,0.45,5,42.33616647889423,0.042211744473183724
30,50,0.6,0.45,10,42.420527552077374,0.010784050871136874
30,50,0.6,0.45,20,42.481580217759564,0.022448792034963527
30,50,0.6,0.45,30,42.49012759095507,0.014954787835811324
30,50,0.6,0.45,40,42.502338124091516,0.00863415078267606
30,50,0.6,0.45,50,42.502338124091516,0.00863415078267606
30,50,0.6,0.5,5,42.27033799449919,0.13037281779677048
30,50,0.6,0.5,10,42.39854859243179,0.025902452348034878
30,50,0.6,0.5,20,42.44128545840932,0.01726830156535547
30,50,0.6,0.5,30,42.457159151486685,0.020721961878426565
30,50,0.6,0.5,40,42.496232857523296,0.00863415078267606
30,50,0.6,0.5,50,42.47791705781864,0.022843815753200873
30,50,0.8,0.01,5,42.39244332586357,0.01726830156535882
30,50,0.8,0.01,10,42.35581172645425,0.02284381575320341
30,50,0.8,0.01,20,42.24591692822631,0.11023345788506182
30,50,0.8,0.01,30,42.1787589959759,0.03956664952328512
30,50,0.8,0.01,40,42.24591692822631,0.1017951364436742
30,50,0.8,0.01,50,42.341159086690524,0.10537909402996408
30,50,0.8,0.05,5,42.42296965870466,0.04317075391339369
30,50,0.8,0.05,10,42.457159151486685,0.019613020375459946
30,50,0.8,0.05,20,42.38023279272713,0.09339262010110329
30,50,0.8,0.05,30,42.45349599154576,0.02990957567161975
30,50,0.8,0.05,40,42.31918012704494,0.09137526301280477
30,50,0.8,0.05,50,42.45349599154576,0.014954787835808425
30,50,0.8,0.1,5,42.34360119331782,0.0685314472596039
30,50,0.8,0.1,10,42.46082231142762,0.02555475265591932
30,50,0.8,0.1,20,42.45960125811397,0.043170753913397045
30,50,0.8,0.1,30,42.47181179125042,0.025902452348034878
30,50,0.8,0.1,40,42.48402232438685,0.022843815753200873
30,50,0.8,0.1,50,42.49012759095507,0.025902452348034878
30,50,0.8,0.15,5,42.429074925272886,0.03453660313071429
30,50,0.8,0.15,10,42.45105388491847,0.02435993709997041
30,50,0.8,0.15,20,42.44128545840932,0.01726830156535547
30,50,0.8,0.15,30,42.48402232438685,0.022843815753200873
30,50,0.8,0.15,40,42.47181179125042,0.014954787835811324
30,50,0.8,0.15,50,42.496232857523296,0.00863415078267606
30,50,0.8,0.2,5,42.429074925272886,0.06043905547874964
30,50,0.8,0.2,10,42.49623285752329,0.01726830156535882
30,50,0.8,0.2,20,42.48402232438685,0.022843815753200873
30,50,0.8,0.2,30,42.49012759095507,0.025902452348034878
30,50,0.8,0.2,40,42.47181179125042,0.014954787835811324
30,50,0.8,0.2,50,42.499896017464216,0.012087811095750503
30,50,0.8,0.25,5,42.402211752372715,0.05698539516567808
30,50,0.8,0.25,10,42.45960125811397,0.037635390724986395
30,50,0.8,0.25,20,42.487685484327784,0.018028636123064302
30,50,0.8,0.25,30,42.49012759095507,0.025902452348034878
30,50,0.8,0.25,40,42.496232857523296,0.00863415078267606
30,50,0.8,0.25,50,42.502338124091516,0.00863415078267606
30,50,0.8,0.3,5,42.39244332586357,0.01726830156535882
30,50,0.8,0.3,10,42.45960125811398,0.037635390724986395
30,50,0.8,0.3,20,42.49623285752329,0.01726830156535882
30,50,0.8,0.3,30,42.50844339065973,0.0
30,50,0.8,0.3,40,42.48402232438685,0.022843815753200873
30,50,0.8,0.3,50,42.47181179125042,0.014954787835811324
30,50,0.8,0.35,5,42.39854859243179,0.025902452348038226
30,50,0.8,0.35,10,42.44739072497754,0.048072917031098845
30,50,0.8,0.35,20,42.502338124091516,0.00863415078267606
30,50,0.8,0.35,30,42.48402232438685,0.034536603130714286
30,50,0.8,0.35,40,42.487685484327784,0.018028636123064302
30,50,0.8,0.35,50,42.49012759095507,0.025902452348034878
30,50,0.8,0.4,5,42.38023279272713,0.06518640889838424
30,50,0.8,0.4,10,42.46570652468219,0.060439055478749164
30,50,0.8,0.4,20,42.49563762512275,0.007792365049062255
30,50,0.8,0.4,30,42.50844339065973,0.0
30,50,0.8,0.4,40,42.496232857523296,0.00863415078267606
30,50,0.8,0.4,50,42.47547495119135,0.02072196187843326
30,50,0.8,0.45,5,42.255685354735455,0.16170545078540152
30,50,0.8,0.45,10,42.49012759095507,0.025902452348034878
30,50,0.8,0.45,20,42.496232857523296,0.00863415078267606
30,50,0.8,0.45,30,42.48402232438685,0.022843815753200873
30,50,0.8,0.45,40,42.49012759095507,0.014954787835811324
30,50,0.8,0.45,50,42.49012759095507,0.014954787835811324
30,50,0.8,0.5,5,42.38023279272713,0.02990957567161975
30,50,0.8,0.5,10,42.3374959267496,0.037635390724986395
30,50,0.8,0.5,20,42.469369684623125,0.027790701302522633
30,50,0.8,0.5,30,42.48953235855453,0.01568944222359861
30,50,0.8,0.5,40,42.49012759095507,0.014954787835811324
30,50,0.8,0.5,50,42.4657065246822,0.034536603130714286
30,60,0.4,0.01,5,42.248011180049055,0.12373478394001507
30,60,0.4,0.01,10,42.209285328816996,0.08503652329786159
30,60,0.4,0.01,20,42.18242215591683,0.038185989950185725
30,60,0.4,0.01,30,42.30696959390849,0.05392025435569644
30,60,0.4,0.01,40,42.300864327340285,0.01726830156535212
30,60,0.4,0.01,50,42.23981166165809,0.08762706005005955
30,60,0.4,0.05,5,42.33749592674959,0.04568763150639859
30,60,0.4,0.05,10,42.35581172645425,0.07067357004176181
30,60,0.4,0.05,20,42.44128545840932,0.052519488861821575
30,60,0.4,0.05,30,42.4657065246822,0.031130873367034895
30,60,0.4,0.05,40,42.353369619826964,0.07180374914641967
30,60,0.4,0.05,50,42.429074925272886,0.09957388435306422
30,60,0.4,0.1,5,42.380232792727135,0.02990957567161975
30,60,0.4,0.1,10,42.4351801918411,0.03956664952328951
30,60,0.4,0.1,20,42.4657065246822,0.01726830156535882
30,60,0.4,0.1,30,42.4351801918411,0.014954787835808425
30,60,0.4,0.1,40,42.4351801918411,0.014954787835808425
30,60,0.4,0.1,50,42.48402232438685,0.022843815753200873
